Source,Target,weight
Tom Hanks,Kurt Russell,3
Burton Lane,Alan Jay Lerner,2
Micky Brown,Gerald Hatten Buss,2
Louise Fletcher,Kirk Douglas,6
Jackie Gleason,Beverly Hills,9
Rose Gershwin,Len Cariou,2
Jimmy Blue Eyes,Jack Nicholson,48
Lady Be Good,Ira Gershwin,2
Rachel Fershleiser,Ayn Rand,2
Faye Dunaway,Dorothy Pennebaker Brando,4
Don Johnson,""" Machine Gun Kelly",2
Victoria Duffy,Henry Lee Hopper,2
I Said I Love You When You Know I,David Wayne,2
Tracey Smith,' ' Viva Las Vegas,2
Victoria Shaw,Richard X. Slattery,2
Jack Nicholson,George Gershwin,48
Robert Gottlieb,Nicholas Pileggi,2
Harold Clurman,Eva Marie Saint,2
Maxwell Anderson,' ' Free Money,2
Stanley Kowalski,Anthony Quinn,3
Julie Christie,Dennis Hopper,10
John Huston,El Escorial,3
Vincent Canby,Lucinda Ballard,6
Willie Brown,Eddie Jr.,2
Paris Zax,Freddie Fields,2
San Francisco,David Mamet,4
Juliet Landau,Gus Edson,2
Jack Nicholson,Barbara Paz,48
Nick Nolte,Michael Landon,2
Judy Garland,Beverly Hills,8
Neal Cassady,Michael Douglas,4
Vincent Canby,Natalie Wood,8
Humbert Humbert,Arthur C. Clarke,2
Jacob Bernstein,Hallie Ephron,2
His Mercury Theater,Gregg Toland,2
Francis Ford Coppola,Dustin Hoffman,7
Jack Nicholson,""" Dirty Mary Crazy Larry",48
Walter Slurrie,Jack Nicholson,48
Beverly Hills High School,Beverly Hills,7
Marta Orbach,Billy Flynn,2
Hal B. Wallis,Dallas County,2
Ed Graczyk,Diane Koehnemann Bay,2
Mary Bono,John - Boy,2
Tin Pan Alley,Rose Gershwin,2
Irving Berlin,A Young Gershwin As Role Model During,2
El Paso,Dolores Huerta,2
Francis Ford Coppola,Arthur Miller,7
Jackie Gleason,Francis Ford Coppola,8
William Devane,Ken Babbs,2
Steven Spielberg,Ned Beatty,3
Martin Scorsese,Emilio Estevez,3
Marlon Brando Sr,Marlon Brando,9
Gen. George S. Patton,Charley Malloy,2
James B. Harris,Arthur C. Clarke,2
Jack Nicholson,' My Fair Lady,48
Marta Curro,Burt Bacharach,2
Lee Strasberg,Elizabeth Taylor,6
Joseph Mantel,Jake Gittes,2
Kerry Shear,John Walton,2
Marlene Dietrich,Gregg Toland,2
Jack Nicholson,His Dream,48
Beth Israel Hospital North,"( "" Berry Christmas",2
Peter Ziegler,Jill Clayburgh,2
Paddy Chayefsky,Alfred Hitchcock Presents,2
Paul Newman,Al Pacino,9
Willie Williams,Ernie Ladd,2
Scott Peacock,Marilyn Monroe,3
Terry Malloy,Eva Marie Saint,2
William Zsigmond,Steven Spielberg,3
Yoko Ono,Craig Highberger,2
John Raitt,Anthony Colon,2
Herman J. Mankiewicz,George Orson Welles,2
William Randolph Hearst,Joseph Cotten,2
Montgomery Clift,Burt Lancaster,3
Linda Ronstadt,Bob Dylan,2
Carole Bouquet,Bernardo Bertolucci,2
Jackie Spurlock,Jack Nicholson,48
Larry Smith,Hallie Ephron,2
Joanne Woodward,Ed Ruscha,3
Sanford Meisner,Don Corleone,2
Alice Arlen,' Lucky Numbers,2
Nathan Lane,Jack Nicholson,48
Willy Loman,Jack Nicholson,48
Paul Newman,Mary Bono,8
Tom Cruise,Kit Golden,4
Michael Kidd,James Barton,2
Meg Tilly,David Zinnemann,2
James Chressanthis,' Five Easy Pieces,3
Francis Ford Coppola,David Lynch,7
Scott Rudin,Meg Wolitzer,2
Elaine Stritch,Dag Drollet,2
Lee Strasberg,Henry Hathaway,5
Pamela Kerry Fields,Eddie Cantor,2
John F. Kennedy,Burt Lancaster,5
Robert Malcolm,Leon Orbach,2
Wim Wenders,Martin Scorsese,3
Peter George,George C. Scott,4
Pamela Kerry Fields,Judy Garland,3
Philip Guston,Adolph Gottlieb,2
Truman Capote,Keith Haring,4
Sidney Poitier,Rudolf Hess,4
Sheridan Stanton,Marlon Brando,9
Tom Petty,Paul Wasserman,2
Steven Spielberg,Sissy Spacek,3
Debbie Reynolds,David Wayne,2
Claire Bloom,Bill Gillespie,2
Nathanael West,Ellen Burstyn,2
Kathy Fields Lander,David Begelman,2
Eva Marie Saint,A Memorable Oscar Mr. Brando,2
Walter Slurrie,An Infinity,2
Shaquille O'Neal,Jack Kent Cooke,2
Mindin ' My Business,Alan Jay Lerner,2
Robert Plavik,' ' Alvin Ailey American Dance Theater,2
Fred Allen,Bob Fosse,2
Jack Nicholson,Bob Woodward,48
Millicent Safro,Barbara Levin,2
Peter Biskind,Frank Sinatra,4
Edward Albee,Andy Warhol,3
Sidney Lumet,Richard D. Zanuck,3
Richard D. Zanuck,David Brown,2
Tara Gordon,Leo Gordon,2
Mason Hoffenberg,Christopher Isherwood,2
Paul Newman,Norma Faye Haxby,8
Sally Kimball,John Singleton,2
Vincent Price,""" Hot Rod Girl",2
My Dust,Jack Nicholson,48
Cliff Robertson,Burt Reynolds,2
Orson Welles,Eva Marie Saint,5
Nora Ephron,Jack Nicholson,48
Jack Nicholson,Adam Gerler,48
Saul Zaentz,Paul Newman,10
Jay Cantor,Brando Necessary,2
Marin Hopper,Dennis Hopper,9
Rock Hudson,Lee Strasberg,6
Max Bernstein,Carl Bernstein,2
Ernie Ladd,Eddie Robinson,3
Richard Rodgers,Len Cariou,2
Robert Goulet,Anthony Colon,2
Theodore Stamos,Francis Bacon,2
Rudolph Hess,Elia Kazan,4
Joan Benedict,Fred Zinnemann,2
You When You Know I,Mindin ' My Business,2
Elliott Gould,Burt Reynolds,3
James Earl Carter Sr,Bessie Lillian Gordy,2
Tina Turner,James Dean,5
Hillary Kaye,Frances Fink Levy,2
Rod Steiger,Anna Justine,3
Dorothy Fields,A Young Gershwin As Role Model During,2
President John F. Kennedy,Max Bernstein,2
Ninna Gradually,Elaine Stritch,2
Walter Damrosch,Rose Gershwin,2
Perry Lane,Michael Douglas,4
Marlon Brando,Marie - Christine Schneider,9
Susie Landau Finch,Simon Wiesenthal,2
Vladimir Nabokov,Universal Pictures Lew Wasserman,2
Love With You,Frances Fink Levy,2
Peter William Fields,Freddie Fields,2
Paul Newman,Jerry Gershwin,8
Sally Gracie,John Frankenheimer,4
Steve Martin,Ron Howard,3
Marion Seaman,Frank Sinatra,4
Orson Welles,His Mercury Theater,5
You Know I,Clark Gable,2
Candice Bergen,Brooks Brothers,2
Susan Hall,Kobe Bryant,2
Jack Nicholson,Harold Adamson,48
Jack Nicholson,Clive Barnes,48
Richard Condon,Janet Roach,2
Millicent Safro,Calvin Klein,2
Ron Howard,Bruce Beresford,3
You Can See Forever,Esther Williams,2
Vic Lovell,Michael Douglas,4
You When You Know I,You Believe Me When I Said I Love You When You Know I,2
Sy Gomberg,One Flew Over,2
Woody Allen,Samuel Zachary Arkoff,4
New York County Surrogate Court,A Viennese Oilman Frank Lloyd,2
Joan Bennett,Candice Bergen,2
Mr. De Niro,Faye Dunaway,4
Jill Clayburgh,Dennis Hopper,9
Roman Grant,David Lynch,3
Johnny Depp,Brando Necessary,3
Sheldon Green,Brooks Brothers,2
Mel Gibson,Leslie Kovacs,2
Jerry Orbach,Elaine Cancialla,2
Rene Clement,Maria Schneider,2
Eva Marie,Christian Brando,2
Robert Motherwell,Pierre Levai,2
Saturday Night Live,Peter Sellers,4
Wim Wenders,Jack Nicholson,48
John F. Kennedy,Charlie Sheen,5
Scott Rudin,Dan Greenburg,2
Yves Montand,Frank Sinatra,4
Paul Newman,Dustin Hoffman,9
Fred Astaire,Barbra Streisand,12
Stanley Kowalski,Robert De Niro,2
James Mason,James B. Harris,3
Meryl Streep,John Lithgow,4
Demi Moore,Celia Mingus,2
Kurt Schwitters,David Smith,2
Yuri Neyman,You Will Meet,2
Roman Grant,Jack Nicholson,48
Vincent Canby,Sam Arkoff,6
My Life,Meg Ryan,3
Nora Ephron,Lillian Hellman,2
Saturday Night Live,Carol Kauffman,2
Ringo Starr,Peter Fonda,10
Fisher Fine Arts,Bernard J. Reis,2
John R. Smythies,James B. Bakalar,2
Louise Fletcher,Fred A.,3
Al Jolson,Abbie Greshler,3
My Heart,Ira Gershwin,2
Julian Schnabel,David Lynch,3
Leland Hayward,Brooke Hayward,2
Young Fred,Catherine Lesh,2
Charley Malloy,""" An Enemy",2
Maxwell Anderson,James Dean,5
President John F. Kennedy,I Feel Bad About My Neck,2
Sheldon Harnick,James Barton,2
Richard Gere,Jon Peters,2
Terry Gilliam,David Lynch,3
Bob Hope,Billy Wilder,5
Judge Millard L. Midonick,Francis Kenneth Lloyd,2
Henry Lee Hopper,Henry Hathaway,2
John Frankenheimer,Andrei Vishinsky,4
Len Cariou,Cy Coleman,2
Harry Fischer,Francis Kenneth Lloyd,2
Lillian Rose Watkins,John Gagliardi,2
Mason Hoffenberg,Carol Kauffman,2
Sheldon Harnick,Francis Ford Coppola,6
Jay Cantor,Christian Brando,2
Sylvester Stallone,Marlon Brando,9
Me When I Said I Love You When You Know I,Harold Adamson,2
Montgomery Clift,Brando Necessary,2
Rita Hayworth,De Witt Clinton High School,2
Robert De Niro,Marlon Brando,9
Meg Ryan,Estelle Reiner,3
Timothy Leary,Dr. John H. Halpern,2
Paul Newman,Montgomery Clift,8
Leland College,John Gagliardi,2
William Hurt,Barbara Paz,3
Lady Be Good,George Gershwin,2
Jessica Tandy,Cheyenne Brando,3
Robert Altman,John Lithgow,2
Ron Fellows,Audrey Jr.,2
Yuri Neyman,Marsha Mason,2
Truman Capote,Arnold Schwarzenegger,4
David Wayne,Clark Gable,2
Sandy Dennis,Karen Blanche Ziegler,2
Jackson Gibbs,Al Pacino,3
James Jackson,James Earl Carter Sr,2
Ed Ruscha,Dennis Hopper,9
Arthur Miller,Ann Douglas,3
John West,David Mamet,2
Neil Simon,Howard Keel,3
Sandy Dennis,Richard Benjamin,2
Harry Met Sally,Hallie Ephron,2
Stephen Eckelberry,Jack Nicholson,48
Daria Halprin,Alex Hitz,2
Kerry Shear,' ' Five Easy Pieces,3
Bo Goldman,A Dime Western,2
M. Emmet Walsh,David Lynch,3
Vincent Canby,Burt Lancaster,7
Sidney Lumet,Helen Gurley Brown,4
Nora Ephron,Dan Greenburg,2
Susan Sarandon,Joan Bennett,2
Frank Lloyd,Fisher Fine Arts,2
John Kander,Barbara Paz,2
Susie Landau Finch,Edward G. Robinson,4
Carol Kauffman,Brad Tyer,2
Terry Southern,Lee Hill,3
Simon Bucharoff,""" Royal Wedding",2
Mr. De Niro,Elaine Stritch,2
Denise Winther,( Fernando Ramos,2
Warren Beatty,Robert De Niro,4
Sheldon Harnick,Frank Sinatra,4
Truman Capote,Jack Nicholson,150
David Brown,Aaron Sorkin,2
His Man,Donald J. Sobol,2
Olympia Press,Buck Henry,2
Philip Guston,Eduardo Paolozzi,2
Shelley Winters,""" Hot Rod Girl",2
Peggy Kaye,Diana Lane,2
Robert Redford,Francis Ford Coppola,6
Susanne Harlan,Lolita 1962 Dr. Strangelove,2
Nicholas Pileggi,Beverly Hills High School,2
Mr. Abdul - Jabbar,Beverly Hills,7
Yuri Neyman,Mel Gibson,2
Warner Brothers,Peter Fonda,11
Judith Jamison,' ' Alvin Ailey American Dance Theater,2
President Franklin D. Roosevelt,Anthony Mann,2
Mark Rydell,Gene Hackman,2
Love Came Into My Heart,Fred Allen,2
Pau Gasol,Coach Paul Westhead,2
Tin Pan Alley,Harold Stern,2
Adolph Gottlieb,A Viennese Oilman Frank Lloyd,2
Stanley Kubrick,President Franklin D. Roosevelt,4
John Cushman Truesdale Jr.,Hazel Truesdale,2
Myrtle Vail,Charles B. Griffith,2
Penguin Young Readers Group,His Man,2
Peter Fonda,Ellen Burstyn,9
You Believe Me When I Said I Love You When You Know I,Walter Damrosch,2
Robert Goulet,Burt Bacharach,2
Rock Hudson,James Dean,6
Vincent Canby,Eva Marie Saint,6
Royal Wedding,Burton Lane,2
Neil Diamond,Larry Solters,2
Jerry West,Douglas Aircraft,2
Jack Nicholson,A Memorable Oscar Mr. Brando,48
Red - Dirt Marijuana,Peter Fonda,9
Tim Robbins,David Brown,2
Jack Rosenthal,Dustin Hoffman,3
Joan Crawford,Fred Allen,2
Joseph Mantel,Alfred Hitchcock Presents,2
Universal Pictures Lew Wasserman,Damian Elwes,2
Larry King Live,Dag Drollet,2
Liv Robinson - White,( Cesar Romero,2
Dennis Hopper,Andy Warhol,10
Henry Lee Hopper,Alex Hitz,2
Betty Friedan,Alice Arlen,2
Sylvester Stallone,Sidney Lumet,3
Kirk Douglas,Arthur C. Clarke,5
Jessica Tandy,Ann Douglas,3
Marlene Dietrich,Agnes Moorehead,2
Meryl Streep,John Kander,4
Frank Lloyd,Ben Nicholson,2
Marlon Sr,Elaine Stritch,2
Jane Fonda,Ed Ruscha,2
Harold Brodkey,Arthur Miller,3
Hillary Kaye,Clifton Webb,2
Jay Cantor,Francis Ford Coppola,6
Steve Franken,James Garner,2
Sky Masterson,Neil Simon,3
You When You Know I,Michael Kidd,2
Richard X. Slattery,' ' Viva Las Vegas,2
Me When I Said I Love You When You Know I,James Barton,2
One Flew Over,Allen Ginsberg,2
Elaine Cancialla,Dick Wolf,2
You Can See Forever,Frank Sinatra,4
Robert Gottlieb,Mike Nichols,4
Polly Bergen,Jerry Lewis,5
Robert De Niro,Dorothy Pennebaker Brando,2
Duke Ellington,Anthony Minghella,2
Orson Welles,Christian Brando,5
James Earl Carter Jr.,Bessie Lillian Gordy,2
Jimmy Dean,Dennis Hopper,9
Michelle Phillips,Henry Lee Hopper,2
Jack Nicholson,Cole Porter,48
Cheyenne Brando,Anna Kashfi,2
Simon Bucharoff,Debbie Reynolds,2
Johnny Depp,Faye Dunaway,5
Irving Berlin,Esther Williams,2
Ulysses S. Grant,Robert Aldrich,2
Simon Bucharoff,Harold Stern,2
Clifton Webb,Clark Gable,2
Tony Bennett,Dorothy Fields,2
President John F. Kennedy,Dan Greenburg,2
Sergei Yesenin,Jack Nicholson,48
Tex - Mex,Charlie Sheen,3
His Mercury Theater,Alexander Woollcott,2
John Kander,Jack Nicholson,48
Harold Adamson,Clifton Webb,2
My Neck,Dorothy Schiff,2
Rachel Fershleiser,Clarence Thomas,2
Scott Rudin,Robert Gottlieb,2
Warren Beatty,Eva Marie Saint,4
David Wayne,Burton Lane,2
My Life Is Black,Jack Mitchell Photographs,2
Mr. De Niro,Montgomery Clift,2
Joe Mantell,Ernest Borgnine,2
Mike Nichols,Julia Child,4
Katharine Cornell,Donald Messerle,2
Mr. De Niro,Cheyenne Brando,2
James Barton,George Gershwin,2
Harry Fischer,David Smith,2
John T. Edge,George Lewis,2
Love Came Into My Heart,Harold Stern,2
Pau Gasol,Gerald Hatten Buss,2
Lolita 1962 Dr. Strangelove,James Mason,3
Young Burton,Jane Powell,2
My Mother Taught Me,Eva Marie,2
Viking Press,Jack Nicholson,48
George Orson Welles,' ' Orson Welles,2
You Will Meet,Al Pacino,3
Jules Dassin,Butch Cassidy,2
Universal Pictures Lew Wasserman,"Murder , My Sweet",2
Walter Damrosch,Frank Sinatra,4
Ellen Burstyn,Diane Koehnemann Bay,2
Sarah Cunningham,Jeff Corey,3
Vito Corleone,Robert De Niro,2
President John F. Kennedy,Carl Bernstein,2
Pearl Harbor,Edgar Allan Poe,2
Marlon Brando,Faye Dunaway,11
Henry Fonda,Cliff People,3
Simon Wiesenthal,Juliet Landau,2
Frances Fink Levy,Diana Lane,2
President George H. W. Bush,Beverly Hall,2
Claudette Colbert,Brooke Shields,2
Butch Cassidy,Anthony Perkins,2
Stella Adler,Sean Penn,3
Jane Powell,Cy Coleman,2
John Jr.,' ' Five Easy Pieces,4
Walter Kerr,Katharine Cornell Through Thornton Wilder,3
John R. Smythies,Dr. Oscar Janiger,2
Sylvester Stallone,Joan Benedict,2
Paul Newman,A Memorable Oscar Mr. Brando,8
Vincent Canby,' Saturday Night Live,6
Susie Landau Finch,Ed Wood,2
Hilda Rusoff,Edgar Allan Poe,2
Sanford Meisner,Ben Hecht,2
Meg Ryan,Billy Crystal,3
Rose Gershwin,Jane Powell,2
Jerry Buss,Frank Mariani,2
Dorothy Fields,David Wayne,2
You Can See Forever,Michael Kidd,2
Warner Communications,Jerry Siegel,2
Robert Altman,Mark Rydell,2
Vincent Canby,Elizabeth Taylor,7
Young Burton,A Young Gershwin As Role Model During,2
Yves Montand,Al Jolson,3
Willie Davis,Willie Brown,2
Robert Mitchum,Elliott Kastner,2
Elaine Stritch,' ' Free Money,2
Marlon Brando,Angela Molina,9
Stephen Eckelberry,Gail Dugan,2
George C. Scott,Dennis Hopper,11
William C. Rhoden,James Harris,2
Steve Elzer,Helen Hunt,3
Jack Nicholson,Fanny Hill,48
Francis Ford Coppola,Ed Ruscha,6
Marty Pilletti,Andrei Vishinsky,2
You Can See Forever,Jane Powell,2
Griffin Fariello,Butch Cassidy,2
Ed Ruscha,Bel Air,2
Dr. Dean Brooks,Dean R. Brooks,2
Jack Nicholson,Bob Rafelson,98
Jessica Tandy,Anna Kashfi,3
Steve Kingston,Craig Claiborne,2
Shaquille O'Neal,Gerald Hatten Buss,2
Nathanael West,Faye Greener,2
Francis Kenneth Lloyd,David Smith,2
Twyla Tharp,Ann Reinking,2
Francis Kenneth Lloyd,David Somerset,2
Pierre Levai,Frank Lloyd,2
Leo Ferre,Elton John,2
Miles Davis,Anthony Minghella,2
Jed Bernstein,Dustin Hoffman,3
Rudolf Hess,Andrei Vishinsky,2
Orson Welles,Francis Ford Coppola,9
Joseph Cotten,' ' Orson Welles,2
Baruch College,Allan Kozinn,2
Viva Zapata,Janet Maslin,3
Warren Cowan,Pamela Kerry Fields,2
Katie Elder,Ed Ruscha,2
Harold Clurman,Dag Drollet,2
Sylvester Stallone,Anna Justine,2
James Madison High School,Bela Lugosi,2
Susan Sarandon,Sidney Poitier,4
Robert Plavik,Alfred Hitchcock,3
Vilmos Zsigmond,Elliott Gould,3
Beverly Hills High School,Alice Arlen,2
Stan Getz,Demi Moore,2
Nicholas Pileggi,Hallie Ephron,2
Peggy Kaye,""" Royal Wedding",2
Marlon Sr,Jack Nicholson,48
Paul Newman,Al Jolson,9
Cary Grant,Abram Hoffer,2
Hong Kong,Dorothy Pennebaker Brando,3
Meg Ryan,Max Bernstein,3
Rose Kennedy,Joan Bennett,2
Mira Godard,Jackson Pollock,2
Ken Elton Kesey,Ken Babbs,2
You When You Know I,Ralph Freed,2
Rose Gershwin,Love Came Into My Heart,2
Supreme Court Justice Herbert I. Altman,Ad Reinhardt,2
Meg Wolitzer,Amy Ephron,2
Terry Malloy,Sanford Meisner,2
Marsha Mason,Julie Christie,3
Fred Astaire,Frank Loesser,3
Jack Nicholson,Hillary Kaye,48
Sarah Cunningham,John Randolph,3
Jerry Lewis,Francis Ford Coppola,9
Norman Jewison,Gen. George S. Patton,2
Jacques Brel,Alain Delon,3
William Inge,Robert Mitchum,3
So Paulo,Hector Babenco,2
Hong Kong,Arthur Miller,4
Sandy Dennis,Jill Clayburgh,2
Janet Maslin,Edward Norton,3
Andrei Vishinsky,""" Al Capone",2
Robert Motherwell,Gilbert Lloyd,2
Marty Pilletti,Charley Malloy,2
Yves Montand,I Love You When You Know I,2
Charles Aznavour,Barbra Streisand,5
Steven Spielberg,Henry Fonda,4
Rock Hudson,Joanne Woodward,4
Joe Shuster,Bob Kane,2
Judy Garland,James Coburn,3
Peter Manso,George Bernard Shaw,2
James Earl Carter,Jackie Robinson,3
Michael Uslan,Jack Nicholson,48
Tracey Smith,Roy Huggins,2
Vincent Canby,Boris Karloff,6
Peter Fonda,Adam Roarke,9
Penguin Young Readers Group,Jack Nicholson,48
Miles Davis,Lynda Redfield,2
Ralph Bakshi,Michael Douglas,4
Joan Bennett,Claudette Colbert,2
Jack Nicholson,Candice Bergen,48
Johnny Depp,Edward G. Robinson,5
Gilbert Lloyd,Francis Bacon,2
Jack Nicholson,Debbie Reynolds,48
Debbie Reynolds,Alan Jay Lerner,2
Rollin Hand,Richard Burton,4
Maxwell Anderson,Marlon Brando Sr,2
Karen Demel,His Laker Girls,2
President Franklin D. Roosevelt,James Mason,3
Mr. Abdul - Jabbar,Jerry West,2
Peggy Kaye,Francis Ford Coppola,6
Saul Zaentz,Dale Wasserman,4
Peter Lorre,Hilda Rusoff,2
One Flew Over,Miles Davis,2
Boyce Manufacturing,Ben - Gurion International Airport,2
Stanley Kubrick,Ruth Sobtka,4
George Lucas,Barbra Streisand,6
Joey Gallo,Billy Flynn,2
Marlon Brando Sr,Lee Strasberg,5
"Long Goodbye,''''The Missouri Breaks",Iris Murdoch,2
Robin Williams,Butch Cassidy,2
William Duell,Leslie Nielsen,2
Joe Mantell,Barney Miller,2
Ralph Fiennes,Ralph Bakshi,2
Rita Moreno,Anthony Perkins,2
Peggy Kaye,Me When I Said I Love You When You Know I,2
Robert Mitchum,Damian Elwes,2
Mary Barto,Kevin Kline,2
Willie Davis,Eddie Robinson,3
Simon Bucharoff,Esther Williams,2
Jerry Lewis,Beverly Hills,10
I Feel Bad About My Neck,Dan Greenburg,2
John F. Kennedy,Anna Kashfi,4
Marlon Brando,Harry Dean Stanton,9
Vincent Canby,Paul Newman,12
Rita Moreno,John Randolph,3
Kirk Douglas,""" One Flew Over",5
Robert Morse,Darryl F. Zanuck,3
Hong Kong,George C. Scott,5
N. C. Christopher Couch,( Cesar Romero,2
Simon Wiesenthal,James Mason,3
Kirk Douglas,Erin - Jo,5
Lee Strasberg,Charlie Sheen,6
Ken Kesey,Jack Kerouac,2
Janet Maslin,Don Corleone,3
Mindin ' My Business,George Gershwin,2
Terry Southern,Peter George,3
Marta Curro,El Gallo,2
Michael Kidd,Judy Garland,3
Walter Kerr,Jed Bernstein,3
Simon Bucharoff,My Heart,2
Jack Nicholson,Detective Lennie Briscoe,48
Stephen Eckelberry,Ellen Burstyn,2
Beverly Hills,Anna Kashfi,7
Dennis Hopper,Cliff Robertson,9
Walter Kerr,Sky Masterson,3
Robert Malcolm,Herbert Berghof,2
Edward Norton,A Memorable Oscar Mr. Brando,2
Marsha Mason,John Lithgow,2
Jacob Bernstein,Estelle Reiner,2
Paul Newman,Johnny Depp,9
Ringo Starr,Barbra Streisand,6
Rita Hayworth,El Escorial,2
Natalie Wood,James Dean,7
I Said I Love You When You Know I,""" Royal Wedding",2
Leo Ferre,Alain Delon,3
Neil Simon,Jerome Bernard Orbach,3
Roosevelt Taylor,John Gagliardi,2
Stanley Kubrick,Gustav Hasford,4
Pauline Kael,Geneva Smith Kesey,4
George Lucas,Fred Astaire,4
Walter Slurrie,De Witt Clinton High School,2
Willy Loman,Paul Newman,8
Peter Manso,Arthur Miller,3
Lawrence Hauben,India Brooks Civey,3
William C. Rhoden,John Gagliardi,2
His Dream,Billy Rose,2
Tom Cruise,Kirk Douglas,7
John Coltrane,Allen Ginsberg,2
Jack Kent Cooke,Frank Mariani,2
Jim Mahoney,Dennis Hopper,9
Laurence Harvey,Kathleen Turner,2
Tex - Mex,Roman Grant,2
Maxwell Anderson,Jack Nicholson,48
George Bernard Shaw,Don Corleone,2
Marta Orbach,Alfred Drake,2
You When You Know I,Alan Jay Lerner,2
Donna Roth,""" "" Hot Rod Gang",2
Wim Wenders,Chuck Connors,2
Peter Davis,Frank Sinatra,4
Hal B. Wallis,Dean Martin,3
Ed Graczyk,Bruce Dern,2
Robert Motherwell,Adolph Gottlieb,2
Nick Nolte,Frankie Avalon,2
Mason Hoffenberg,Lee Hill,2
You Know I,George Gershwin,2
Marlon Sr,George Bernard Shaw,2
Walter Kerr,Mira Rostova,3
Judge Millard L. Midonick,Frank Lloyd,2
Ruth Carter Stapleton,James Earl Carter,2
Frank Loesser,Clark Gable,2
Yuri Neyman,Peter Bogdanovich,2
Marta Orbach,Howard Keel,2
Walter Kerr,Pauline Kael,5
Woody Allen,Martin Scorsese,5
Marta Orbach,Annie Get Your Gun,2
San Diego,Rock Hudson,4
Vic Lovell,Ken Kesey,2
Marvin Gardens,Beverly Hills,7
Samuel Zachary Arkoff,Francis Ford Coppola,6
Hal B. Wallis,' My Fair Lady,2
Vladimir Nabokov,Jay Kanter,2
Elliott Gould,Al Pacino,4
Kevin Kline,George Leon Duell,2
General Manager Mitch Kupchak,Coach Paul Westhead,2
Dean Martin,Barbra Streisand,6
Love Came Into My Heart,Cole Porter,2
Jessica Tandy,' ' Free Money,3
Tex - Mex,' Saturday Night Live,2
Jack Nicholson,Edward Albee,48
Viking Press,Geneva Smith Kesey,2
Rose Gershwin,Bob Fosse,2
Tony Curtis,' My Fair Lady,2
Susannah York,Marsha Mason,2
William Hurt,So Paulo,3
Mr. De Niro,Bob Hope,5
