Source,Target,weight
Henry Fonda,Geneva Smith Kesey,3
I Feel Bad About My Neck,Alice Arlen,2
Vincent Price,Hilda Rusoff,2
Stella Adler,Eva Marie Saint,3
Kurt Russell,Billy Crystal,3
President Richard M. Nixon,Laurence Harvey,2
Paul Newman,Geneva Smith Kesey,8
Esther Williams,Debbie Reynolds,2
Pierre Levai,Gilbert Lloyd,2
Richard Chamberlain,Griffin Fariello,2
Tom Wolfe,Jack Nicholson,48
Jack Nicholson,Christian Brando,48
Terry Malloy,Marc Antony,2
Richard Rodgers,Francis Ford Coppola,6
His Bluejeans,Edward Norton,2
Lynda Redfield,Celia Mingus,2
Jerry Lewis,Dean Martin,12
Steve Martin,Sidney Lumet,3
Judy Garland,Diana Lane,3
Eddie Robinson,Dick Hoerner,3
John F. Kennedy,Dorothy Pennebaker Brando,4
Kirk Douglas,Barbra Streisand,8
Nicole Kidman,Meg Ryan,4
Michael Douglas,India Brooks Civey,4
Meg Ryan,Hallie Ephron,3
Twyla Tharp,Keith Haring,2
Fanny Hill,Bob Rafelson,3
Kurt Russell,Amy Ephron,3
Paris Zax,Barbra Streisand,5
Robert Malcolm,Mira Rostova,2
Helen Gurley Brown,Aaron Sorkin,3
Paul Simon,Frank Sinatra,4
Will Greer,Martha Randolph,2
Jeff Corey,Elia Kazan,5
Frances Fink Levy,A Young Gershwin As Role Model During,2
Joseph Mantel,Joe Mantell,2
Robert Gottlieb,I Feel Bad About My Neck,2
Francis Ford Coppola,Ann Douglas,6
Richard Thomas,Mary Bono,2
Calvin Klein,Brooks Brothers,2
John Lennon,Jack Nicholson,48
Robert Redford,Polly Bergen,2
Sally Jessy Raphael,Jim Nabors,2
Lee Strasberg,Billy Wilder,5
Herbert Berghof,Detective Lennie Briscoe,2
Walter Kerr,Boycotted New York Stage He,3
Peggy Kaye,Michael Kidd,2
India Brooks Civey,Dean R. Brooks,2
Perry Lane,Lawrence Hauben,3
Peter Manso,Eva Marie Saint,2
Viva Zapata,Sean Penn,2
Morris Landau,Ed Wood,2
Paul Newman,Lucinda Ballard,8
Billy Wilder,Anna Kashfi,2
Viva Zapata,Vincent Canby,6
Meryl Streep,Dan Greenburg,4
Konstantin Stanislavski,Francis Ford Coppola,6
N. C. Christopher Couch,Bill Finger,2
Juliet Landau,Bela Lugosi,2
Edward G. Robinson,Alfred Hitchcock,5
Marlon Brando,John F. Kennedy,11
Dwayne Hickman,Dr. Fu Manchu,2
Jane Fonda,Andy Warhol,3
Robert Malcolm,Detective Lennie Briscoe,2
Stan Getz,Peter Weir,2
Rose Gershwin,Michael Kidd,2
Rachel Fershleiser,My Neck,2
John Raitt,El Gallo,2
Kobe Bryant,Coach Paul Westhead,2
Ruth Lewis Smith,Dorcas Avedon,2
William Cameron Menzies,Mr. De Palma,2
Royal Wedding,Barbra Streisand,5
You When You Know I,Len Cariou,2
Jill Clayburgh,Connie White,2
Millicent Safro,Catherine Deneuve,2
Deborah Condon,Christopher Lehmann - Haupt,2
Prince Albert,Alain Delon,3
You When You Know I,David Wayne,2
Judith Jamison,Jack Nicholson,48
Paola Mori,Joseph Cotten,2
Henry Lee Hopper,Dennis Hopper,9
Ross Macdonald,Peter Shaffer,2
Richard Rodgers,David Wayne,2
Willy Loman,John Jr.,3
Peter Davis,Charlie Chaplin,2
Sherrill David Robinson,N. C. Christopher Couch,2
Jack Gould,""" An Enemy",2
Rollin Hand,James Mason,3
William Hurt,Julia Barry,3
Harry Fischer,Adolph Gottlieb,2
Jerry Lewis,Fred Astaire,6
Dean Stanton,Charlie Sheen,3
James Garner,' Edwin Booth,2
Ruth Carter Stapleton,James Earl Carter Sr,2
William Hurt,Laura Mars,3
Truman Capote,Janet Maslin,5
Richard D. Zanuck,Aaron Sorkin,2
William Randolph Hearst,Alexander Woollcott,2
My Neck,Kurt Russell,3
Sherry Nelson,Fred Zinnemann,2
De Witt Clinton High School,Christopher Lehmann - Haupt,2
Neil Diamond,Jim Mahoney,2
Supreme Court Justice Herbert I. Altman,Philip Guston,2
Ron Howard,Howard Ashman,3
Jessica Tandy,George Roy Hill,3
Sally Kimball,John Sobol,2
Lillian Rose Watkins,Eddie Robinson,3
Warren Beatty,""" Virginia Woolf",4
Barney Miller,Alfred Hitchcock Presents,2
Ken Babbs,""" One Flew Over",2
Claudette Colbert,Catherine Deneuve,2
Woody Allen,Pamela Kerry Fields,4
You Will Meet,Meryl Streep,4
You Believe Me When I Said I Love You When You Know I,Diana Lane,2
Rachel Fershleiser,Gloria Steinem,2
You Can See Forever,I Love You When You Know I,2
Morton Levine,Judge Millard L. Midonick,2
Meg Wolitzer,Dorothy Schiff,2
Rudolph Hess,Humphrey Bogart,3
Sidney Lumet,Rudolph Hess,3
Stanley Kowalski,Francis Ford Coppola,6
Martha Raye,Debbie Reynolds,2
James Earl Carter,Gloria Spann,2
My Heart,Jane Powell,2
Juliet Landau,His Dream,2
Larry Smith,Gloria Steinem,2
Marilyn Monroe,John T. Edge,3
Jack Nicholson,Elaine Stritch,48
Kurt Russell,Julia Child,3
Elias Ontiveros Jr.,El Paso,2
Stanley Kauffmann,Boycotted New York Stage He,2
Mr. De Niro,James Dean,5
Mr. De Niro,Hong Kong,3
' Five Easy Pieces,' ' Five Easy Pieces,4
Walter Slurrie,Deborah Condon,2
Martha Raye,Frank Loesser,2
Truman Capote,Jessica Tandy,10
Diana Epstein,Barbara Levin,2
Wim Wenders,Emilio Estevez,2
Pauline Kael,Maxwell Anderson,4
Francis Kenneth Lloyd,Eduardo Paolozzi,2
You Can See Forever,Joan Crawford,2
Katharine Cornell,George Orson Welles,2
Johnny Carson,David Letterman,2
Marilyn Monroe,Juliet Landau,3
Morton Levine,Mira Godard,2
Paola Mori,Jean Cocteau,2
Frances Fink Levy,David Wayne,2
Richard Condon,Christopher Lehmann - Haupt,2
Yves Montand,Fred Allen,2
Esther Williams,A Young Gershwin As Role Model During,2
Richard Head Welles,Marlene Dietrich,2
Paul Newman,Iris Murdoch,8
Tommy Lee Jones,Helen Hunt,3
Francis Ford Coppola,Anna Kashfi,6
Vincent Price,Donna Roth,2
Louise Fletcher,Henry Fonda,4
William Morris,Maria Schneider,2
Rachel Fershleiser,Dorothy Schiff,2
Saul Zaentz,Allen Ginsberg,4
Larry Solters,Dennis Hopper,9
Larry Kert,Jerome Bernard Orbach,2
John F. Kennedy,Christopher Lehmann - Haupt,4
Robert Goulet,Mira Rostova,2
Richard Rodgers,Burton Lane,2
Richard Burton,Marilyn Monroe,5
Terry Malloy,Peter Manso,2
John - Boy,' ' Five Easy Pieces,3
Roman Grant,Chuck Connors,2
Rich Little,John F. Kennedy,4
Greta Garbo,Barbara Levin,2
Larry Smith,Ayn Rand,2
Mira Rostova,Detective Lennie Briscoe,2
Paddy Chayefsky,Ernest Borgnine,2
Max Bernstein,Bob Woodward,2
Micky Brown,Kobe Bryant,2
Simon Bucharoff,Michael Kidd,2
Pauline Kael,Elaine Stritch,4
Royal Wedding,Al Jolson,3
Tony Bennett,Debbie Reynolds,2
Marlon Brando,Claire Bloom,9
Marta Curro,Jerome Bernard Orbach,2
Marilyn Monroe,George Lewis,3
Simi Valley,John Byner,2
Tessa Kennedy,"Long Goodbye,''''The Missouri Breaks",2
Sidney Lumet,Helen Gurley,3
N. C. Christopher Couch,' Robin Meets Maid Marian,2
Kevin Kline,Jack Nicholson,48
Peter Ziegler,Karen Black,2
William Tepper,Lee Strasberg,5
Tim Robbins,Richard D. Zanuck,2
Warren Beatty,Orson Welles,7
Walt Disney Studios,Christopher Jones,2
Scott Peacock,Marion Cunningham,2
Mira Rostova,Leon Orbach,2
Kathleen Turner,Christopher Lehmann - Haupt,2
Yoko Ono,Judith Jamison,2
Walter Slurrie,John F. Kennedy,4
Sidney Poitier,Rodney Stephen Steiger,4
Michael Douglas,Bo Goldman,4
Ringo Starr,Blossom Dearie,3
Pearl Harbor,Francis Ford Coppola,6
Tom Hanks,' Lucky Numbers,2
Sidney Lumet,Rudolf Hess,3
Michael Uslan,Joe Shuster,2
Ned Beatty,Brian De Palma,2
Scott Rudin,Ayn Rand,2
John Randolph,Jeff Corey,8
George Bernard Shaw,Cheyenne Brando,2
You Know I,Vincente Minnelli,2
Jack Nicholson,Bruce Beresford,48
You When You Know I,Love Came Into My Heart,2
Terry Malloy,Ninna Gradually,2
Susan Sarandon,"( "" Berry Christmas",2
I Feel Bad About My Neck,Delia Ephron,2
Jim Brown,Douglas Aircraft,2
Sherry Nelson,Jack Nicholson,48
Jay Cantor,George C. Scott,4
Frank Sinatra,Cole Porter,4
Francis Ford Coppola,A Young Gershwin As Role Model During,6
Michael Douglas,Jack Nicholson,150
Jane Powell,Bob Fosse,2
Paul Newman,John F. Kennedy,10
Pearl Harbor,Joe Roth,2
Perry Lane,Kirk Douglas,5
My Neck,Estelle Reiner,2
Woody Allen,Sam Arkoff,4
Edward James Olmos,Dolores Huerta,2
William Duell,Nathan Lane,2
Jack Nicholson,Cheyenne Brando,48
Theodore Stamos,Kurt Schwitters,2
N. C. Christopher Couch,Jet Scott,2
James Gross,Hazel Truesdale,2
Elaine Stritch,Beverly Hills,7
Julia Child,Dan Greenburg,2
Sabrina Calley,Jerry Maguire,2
Martin Landau,Alfred Hitchcock,3
Harry Met Sally,Beverly Hills,7
John F. Kennedy,Ann Douglas,4
Vic Lovell,Kirk Douglas,5
Konstantin Stanislavski,Jay Cantor,2
Royal Wedding,Richard Rodgers,2
Viva Zapata,Ninna Gradually,2
Marvin Gardens,James Chressanthis,2
Marion Cunningham,Julia Childs,2
Robert Morse,Jack Nicholson,98
Marsha Mason,Mark Rydell,2
Jack Nicholson,Charles Whitnel,48
Peter Sellers,Marlon Brando,22
You Can See Forever,Ira Gershwin,2
Tessa Kennedy,"Murder , My Sweet",2
Christian Brando,Bob Hope,5
Robert Plavik,Edward Albee,2
Yves Montand,Lady Be Good,2
Rene Clement,Marie - Christine Schneider,2
Juliet Landau,Jack Nicholson,48
Lee Strasberg,He Said,6
Louise Fletcher,Dr. Dean Brooks,3
Paula Ellis,Humphrey Bogart,3
Donna Roth,Charles Bronson,2
Sheldon Harnick,Frances Fink Levy,2
Santa Barbara,An Anatomy,2
Elliott Gould,Damian Elwes,3
Hugh Hastings,""" An Enemy",2
Jack Mitchell Photographs,Andy Warhol,3
Jerry Gershwin,"' ' Harper,''''Where Eagles Dare,''''The Long Goodbye,''''The Missouri Breaks",2
Ed Wood,Alfred Hitchcock,3
Marilyn Monroe,Ed Wood,3
My Lovely,"Murder , My Sweet",2
George Bernard Shaw,Anthony Quinn,3
Ralph Freed,Dorothy Fields,2
Frank Loesser,Clifton Webb,2
James Barton,Clifton Webb,2
Viva Zapata,Brando Necessary,2
My Life,Mike Nichols,4
Dorothy Schiff,Delia Ephron,2
Steven Spielberg,Robert Redford,3
Estelle Reiner,Delia Ephron,2
Jane Fonda,Dennis Hopper,9
Jimmy Buffett,James Thomas Harrison,2
Michelle Phillips,Dennis Hopper,9
Sky Masterson,Larry Kert,2
Tommy Lee Jones,Meg Ryan,3
Polly Bergen,Jack Nicholson,48
Frankie Avalon,""" "" Hot Rod Gang",2
Bill Gillespie,Anna Justine,2
Sean Penn,John F. Kennedy,4
Tin Pan Alley,Dorothy Fields,2
Myrtle Vail,Audrey Jr.,2
My Pants,Frankie Avalon,2
Robert Morse,Robert Goulet,3
William C. Rhoden,Leland College,2
Jack Nicholson,El Escorial,48
Orson Welles,An Unorthodox Style His,5
Terry Southern,Francis Ford Coppola,7
Peggy Kaye,Esther Williams,2
Karen Silkwood,Julia Child,2
Donna Roth,David Cronenberg,2
Joanne Woodward,Henry Hathaway,3
Simon Bucharoff,Richard Rodgers,2
Young Burton,I Said I Love You When You Know I,2
Vincent Canby,My Mother Taught Me,6
Marin Hopper,Leland Hayward,2
Roosevelt Taylor,Doug Williams,2
I Love You When You Know I,Francis Ford Coppola,6
William Zsigmond,Burt Reynolds,2
Dan Greenburg,Beverly Hills,7
Will Geer,Gregg Toland,2
Peter Fonda,John Lithgow,9
Julia Childs,Dorcas Avedon,2
Peggy Kaye,Frances Fink Levy,2
Jack Nicholson,Erin - Jo,48
Celia Mingus,Allen Ginsberg,2
Larry Kert,Detective Lennie Briscoe,2
Harry Met Sally,Gloria Steinem,2
Vincente Minnelli,Tin Pan Alley,2
Pierre Levai,Herta Menzel,2
Bob Fosse,A Young Gershwin As Role Model During,2
Janet Roach,Christopher Lehmann - Haupt,2
Jackie Gleason,David Begelman,4
Martin Jurow,Elvis Presley,3
Francis Ford Coppola,Boris Karloff,6
Young Burton,Diana Lane,2
Sidney Poitier,Abbie Greshler,4
Gregg Toland,Alexander Woollcott,2
Bob Hope,Bob Dylan,5
President Franklin D. Roosevelt,James B. Harris,2
Robert Redford,Paul Newman,8
Susanne Harlan,Anthony Mann,2
Sean Penn,Ninna Gradually,2
Walt Disney Studios,Michael Landon,2
Ralph Lauren,Oleg Cassini,2
Kareem Abdul - Jabbar,Jerry Buss,2
Marion Seaman,Joan Crawford,2
Sarah Cunningham,Martha Randolph,2
Montgomery Clift,Jay Cantor,2
George Gershwin,Francis Ford Coppola,6
Janet Maslin,Bob Hope,6
Samuel L. Jackson,Kurt Russell,3
John Randolph,""" Red Scare",3
Martha Raye,Francis Ford Coppola,6
Hilda Rusoff,""" "" Hot Rod Gang",2
Jack Nicholson,Anna Justine,48
Martha Randolph,John Randolph,3
William Goldman,Ross Macdonald,2
Hallie Ephron,Carl Bernstein,2
Will Geer,Pauline Kael,4
Norman Ziegler,' Five Easy Pieces,3
Meg Wolitzer,Julia Child,2
Leland Hayward,Elizabeth Taylor,3
Veronica Lake,Ned Rorem,2
Eddie Barclay,Agence France - Presse,2
Wim Wenders,Vincent Canby,6
Viking Press,Ken Babbs,2
Gary Cooper,Erin - Jo,2
Warren Beatty,Robert Altman,4
Richard Gere,Bill Murray,3
William Holden,Michelangelo Antonioni,2
Ned Rorem,Keith Haring,2
Stella Adler,George Bernard Shaw,3
Paola Mori,Kenneth Tynan,2
Tony Bennett,Harold Stern,2
Tim Robbins,Helen Gurley Brown,3
Michael Learned,' ' Five Easy Pieces,3
Saturday Night Live,Richard Burton,4
Meg Wolitzer,Max Bernstein,2
Jimmy Carter,Bessie Lillian Gordy,2
Lady Be Good,Burton Lane,2
Winfield Harrison,Mary Dumsch,2
Ruth Sobtka,President Franklin D. Roosevelt,2
Jack Nicholson,Dennis Hopper,385
Ross Macdonald,"' ' Harper,''''Where Eagles Dare,''''The Long Goodbye,''''The Missouri Breaks",2
Joan Bennett,Catherine Deneuve,2
Jill Clayburgh,Ed Graczyk,2
Diana Lane,Alan Jay Lerner,2
Richard X. Slattery,Efrem Zimbalist Jr.,2
My Life,I Feel Bad About My Neck,2
Peter Fonda,Bert Schneider,9
Scott Peacock,George Lewis,2
Theodore Stamos,Francis Kenneth Lloyd,2
Johnny Depp,His Dream,3
Pearl Harbor,""" Hot Rod Girl",2
Jimmy Carter,James Jackson,2
Rene Clement,Luis Bunuel,2
Eva Marie Saint,Anna Kashfi,2
Ann Reinking,Angela Lansbury,2
Harry Fischer,Franz Kline,2
Simon Wiesenthal,Morris Landau,2
Herta Menzel,David Smith,2
Vladimir Nabokov,Tessa Kennedy,2
Terry Malloy,Stella Adler,3
Sherrill David Robinson,Jack Nicholson,48
Peter Ziegler,Faye Greener,2
Mark Rothko,Eduardo Paolozzi,2
Vito Corleone,Billy Wilder,2
Love Came Into My Heart,Ella Logan,2
William Tepper,Sandy Dennis,2
George C. Scott,Fred Zinnemann,4
Santa Monica,Elaine Edelman,2
Elton John,Blossom Dearie,2
Fred Astaire,Fred Allen,3
Karen Silkwood,Ayn Rand,2
Kurt Schwitters,Herta Menzel,2
Stan Getz,Celia Mingus,2
Ralph Freed,Joan Crawford,2
San Diego,Jack Nicholson,49
Walter Payton,Eddie Robinson,3
Julia Child,Carl Bernstein,2
You Believe Me When I Said I Love You When You Know I,Love With You,2
Meg Ryan,Betty Friedan,3
Marlon Brando,Don Corleone,9
Robert De Niro,Harold Brodkey,2
Slim Pickens,Ringo Starr,3
Veronica Lake,Natalie Wood,4
Edgar Allan Poe,Charles Bronson,2
Paula Ellis,""" An Enemy",2
Terry Southern,Michelle Phillips,3
Orson Welles,Mary Dumsch,5
Marilyn Monroe,Edward G. Robinson,5
Marta Orbach,Jack Rosenthal,2
Peter Fonda,Myrtle Wilson,9
Young Fred,Arsenio Hall,2
Tom Cruise,Aaron Sorkin,4
Steve Martin,Richard D. Zanuck,2
Theodore Stamos,Gilbert Lloyd,2
Santa Monica,Bill Murray,3
Richard Condon,John Huston,3
Don Johnson,Charles Bronson,2
Rod Steiger,Joe Mantell,3
Pauline Kael,Bo Goldman,4
Saul Zaentz,Goldie Zaentz,4
Warren Beatty,Stella Adler,5
Meg Ryan,I Feel Bad About My Neck,3
Paul Simon,Larry Solters,2
Mike Nichols,David Zinnemann,4
Joseph Cotten,His Mercury Theater,2
Beverly Hills,' ' Viva Las Vegas,7
Timothy Leary,Lester Grinspoon,2
Ann Douglas,A Memorable Oscar Mr. Brando,2
Ninna Gradually,His Bluejeans,2
Theodore Stamos,Franz Kline,2
Paris Zax,Jackie Gleason,4
Vincent Canby,Tex - Mex,6
Louis Arkoff,""" "" Hot Rod Gang",2
Shirley Knight,Anthony Perkins,2
Rose Kennedy,Calvin Klein,2
Paris Zax,Fred Astaire,3
Lou Grant,Barney Miller,2
Jack Nicholson,Fred A.,48
Natalie Wood,Jane Fonda,4
Shelley Winters,""" Machine Gun Kelly",2
I Love You When You Know I,George Gershwin,2
Jack Nicholson,Blossom Dearie,48
Tin Pan Alley,Fred Astaire,3
Judy Garland,Dustin Hoffman,4
Jack Nicholson,Donna Damerel,48
Saul Zaentz,Kirk Douglas,7
Susan Zachary,Jackson Gibbs,2
Hal Ashby,Fanny Hill,2
His Bluejeans,Francis Ford Coppola,6
Twyla Tharp,John Lennon,2
Rachel Fershleiser,Beverly Hills High School,2
Ralph Lauren,Isabella Rossellini,2
I Love You When You Know I,Debbie Reynolds,2
My Mother Taught Me,Billy Wilder,2
James Madison High School,Alfred Hitchcock,3
You Can See Forever,""" Royal Wedding",2
Edward G. Robinson,Ed Wood,4
Robert De Niro,Larry King Live,2
Janet Roach,El Escorial,2
Vincente Minnelli,Libby Holman,2
Beverly Hills,Al Jolson,8
Susan Zachary,Linda East,2
Perry Lane,Bo Goldman,2
Twyla Tharp,Jack Mitchell Photographs,2
Montgomery Clift,Cheyenne Brando,2
Richard Chamberlain,Butch Cassidy,2
Linda Ronstadt,Joan Myers,2
Tom Hanks,Max Bernstein,2
Anthony Minghella,Allen Ginsberg,2
Tom Cruise,President Franklin D. Roosevelt,4
Vincente Minnelli,Joan Crawford,2
William Inge,Ross Macdonald,3
Tex - Mex,Emilio Estevez,2
Robert Gottlieb,Amy Ephron,2
Tessa Kennedy,Jeff Bridges,2
Vic Lovell,""" One Flew Over",2
Sterling Hayden,Stanley Kubrick,10
Marlon Brando Sr,Harold Brodkey,2
He Said,Diane Koehnemann Bay,3
Viking Press,Lawrence Hauben,3
William Goldman,Robert Mitchum,2
Samuel Zachary Arkoff,Joe Roth,2
Stella Adler,Jack Nicholson,49
Long Island,John - Boy,3
Harold Brodkey,Brando Necessary,2
Dorothy Schiff,Alice Arlen,2
Slim Pickens,Peter Fonda,9
Dennie Brooks,Dean Kent Brooks,2
Eddie Jr.,Dr. Ruby Higgins,2
N. C. Christopher Couch,Jerry Siegel,2
Ernie Ladd,Dr. Ralph Waldo Emerson Jones,2
Fred Allen,David Wayne,2
Theodore Stamos,Ben Nicholson,2
George Orson Welles,Barbara Leaming,2
Sri Lanka,Ninian Smart,2
Rose Kennedy,Brooke Shields,2
William Tepper,Dennis Hopper,9
Marion Seaman,A Young Gershwin As Role Model During,2
Eva Marie,Dag Drollet,2
Lady Be Good,Francis Ford Coppola,6
Long Island,Kerry Shear,3
Jerry Robinson,' Robin Meets Maid Marian,2
Irving Berlin,I Said I Love You When You Know I,2
Pau Gasol,Kobe Bryant,2
Viva Zapata,Jay Cantor,2
Tom Hulce,Bruce Beresford,2
Goldie Zaentz,Celia Mingus,2
Ned Rorem,Natalie Wood,4
You Believe Me When I Said I Love You When You Know I,Cy Coleman,2
Louise Fletcher,Ken Elton Kesey,3
Robert Gottlieb,Alice Arlen,2
Long Island,Al Pacino,4
Viva Zapata,Orson Welles,5
Vito Corleone,Marlon Sr,2
John C. Truesdale,Hazel Truesdale,2
Ella Logan,Diana Lane,2
Cheyenne Brando,Burt Lancaster,3
Gary Sinise,Bo Goldman,2
Paul Zaentz,Duke Ellington,2
Herta Menzel,Franz Kurt Levai,2
Sabrina Calley,Jack Nicholson,48
George C. Scott,Dag Drollet,4
Jack Nicholson,El Mahdi,48
Steven Spielberg,Kathy Fields Lander,3
Peter George,Buck Henry,2
Vilmos Zsigmond,Mark Rydell,2
Leland Hayward,Andy Warhol,3
My Mother Taught Me,Anthony Quinn,3
George Gershwin,Fred Allen,2
Paul Newman,' ' Five Easy Pieces,9
Oskar Kokoschka,Franz Kurt Levai,2
Lennie Briscoe,Joey Gallo,2
Meg Wolitzer,Beverly Hills High School,2
Henry Hathaway,Dennis Lee Hopper,2
Terry Gilliam,Sheridan Stanton,2
James Barton,David Wayne,2
Dennis Hopper,David Lynch,10
Leo Ferre,Blossom Dearie,2
Sidney Poitier,Julie Christie,5
Sanford Meisner,Mr. De Niro,2
Young Burton,Love Came Into My Heart,2
Sidney Poitier,Norman Jewison,4
Faye Greener,' Five Easy Pieces,3
Rose Gershwin,Fred Allen,2
Perry Lane,Geneva Smith Kesey,2
My Life,Larry Smith,2
Janet Maslin,Brando Necessary,3
Marlene Dietrich,His Mercury Theater,2
Rose Gershwin,Marion Seaman,2
Scott Peacock,Jack Daniel,2
Yves Montand,Irving Berlin,2
A Memorable Oscar Mr. Brando,' ' Free Money,2
"Long Goodbye,''''The Missouri Breaks",Jerry Gershwin,2
Fred Allen,Burton Lane,2
Jack Nicholson,Dolores Huerta,48
Susan Hall,Beverly Hills,7
Yves Montand,Martha Raye,2
Gloria Swanson,Alfred Hitchcock,3
Yves Montand,I Said I Love You When You Know I,2
Yuri Neyman,Christopher Walken,2
Hugh Hastings,Fred Zinnemann,2
Lupe Ontiveros,Alex Nogales,2
Shaquille O'Neal,Kobe Bryant,2
Willy Loman,John - Boy,2
Harold Brodkey,Eva Marie,2
Stanley Kubrick,Helen Hunt,5
Marta Curro,Dick Wolf,2
Marc Antony,Lucinda Ballard,2
President Bill Clinton,John Cushman Truesdale Jr.,2
Warner Brothers,Darryl F. Zanuck,4
Ninna Gradually,Anthony Quinn,3
Jerome Bernard Orbach,Elaine Cancialla,2
Willie Davis,Lillian Rose Watkins,2
Gilbert Lloyd,Ad Reinhardt,2
Dorothy Fields,Alan Jay Lerner,2
John Jr.,Jackson Gibbs,3
Jack Nicholson,Billy Rose,48
Charlie Sheen,Ann Douglas,3
Rose Gershwin,I Love You When You Know I,2
Royal Wedding,David Wayne,2
You Believe Me When I Said I Love You When You Know I,Al Jolson,3
James Dean,Edward G. Robinson,7
Lynda Redfield,Charles Mingus,2
Marlon Brando Sr,Edward Norton,2
Theodore Stamos,Harry Fischer,2
John R. Smythies,Bill Wilson,2
Jeff Daniels,Charles Bushman,2
Arthur C. Clarke,Anthony Mann,2
Paul Newman,Nathan Lane,8
Barry Lyndon,Anthony Mann,2
Jack Nicholson,Dr. Dean Brooks,48
Boris Karloff,""" Machine Gun Kelly",2
Richard Gere,Nicole Kidman,3
Pauline Kael,Henry Fonda,5
Walter Damrosch,Alan Jay Lerner,2
Roger Hill,Kenneth Tynan,2
James Barton,Burton Lane,2
Heaven Can Wait,""" Virginia Woolf",2
Goldie Zaentz,George Lucas,3
Susan Sarandon,Barbara Levin,2
Sy Gomberg,Duke Ellington,2
William Inge,Frank Rich,3
Richard Rodgers,Libby Holman,2
George Gershwin,""" Royal Wedding",2
Warren Beatty,John F. Kennedy,6
Penguin Young Readers Group,John Singleton,2
You Can See Forever,Hillary Kaye,2
N. C. Christopher Couch,Mark Evanier,2
Rock Hudson,Marlon Brando,10
Neil Simon,Edward Albee,3
Shirley Knight,Eve Corey Polling,2
Philip Guston,Mira Godard,2
Marie - Christine Schneider,Alain Delon,3
Len Cariou,I Love You When You Know I,2
Tom Petty,James Taylor,2
Vincente Minnelli,My Heart,2
Hazel Truesdale,Ann Nicholson,2
Ralph Freed,Debbie Reynolds,2
You Know I,Jane Powell,2
William Hurt,Helen Hunt,4
Viking Press,Dale Wasserman,2
Marlon Brando,Bel Air,9
Vincente Minnelli,Ira Gershwin,2
Thomas Dominic Nicholson,Hunter College,2
Libby Holman,Frank Loesser,2
Helen Swanson,Aldous Huxley,2
Judith Jones,Edna Lewis,2
My Dust,Alan Menken,2
Kurt Russell,Betty Friedan,3
Vincent Price,Shelley Winters,2
Janet Maslin,A Memorable Oscar Mr. Brando,3
Marlon Sr,Francis Ford Coppola,6
Jeff Bridges,Jack Nicholson,48
Jackie Gleason,Everett Sloane,4
Sandy Dennis,Myrtle Wilson,2
Yves Montand,Hillary Kaye,2
Peter Fonda,Bob Hope,12
Tony Bennett,Frank Loesser,2
Jimmy Dean,He Said,3
Fred Feldman,Abbie Greshler,2
Don Corleone,Cheyenne Brando,2
Francis Kenneth Lloyd,Barbara Hepworth,2
Me When I Said I Love You When You Know I,A Young Gershwin As Role Model During,2
William Goldman,Elliott Gould,3
Edna Lewis,Craig Claiborne,2
Irving Berlin,Ira Gershwin,2
James B. Harris,Jack Nicholson,48
Tin Pan Alley,Simon Bucharoff,2
Janet Maslin,Christian Brando,3
Rose Gershwin,Alan Jay Lerner,2
George Lucas,Charles Mingus,3
You Believe Me When I Said I Love You When You Know I,Richard Rodgers,2
Francis Bacon,David Smith,2
Viva Zapata,Marlon Sr,2
Rex Harrison,El Escorial,2
Henry Moore,Franz Kurt Levai,2
Ruth Lewis Smith,Alice Waters,2
William Hurt,Jon Peters,3
Michael Douglas,Jefferson Airplane,4
Natalie Wood,' ' Alvin Ailey American Dance Theater,4
You Can See Forever,Clark Gable,2
Jerry Lewis,Gary Cooper,5
Tom Wolfe,Rose Kennedy,2
Terry Gilliam,Chuck Connors,2
Yves Montand,Walter Damrosch,2
Paula Ellis,Fred Zinnemann,2
Frankie Avalon,Boris Karloff,2
Lon Chaney,Jack Gilardi,2
Rene Clement,' Merry - Go - Round,2
Rich Little,Johnny Carson,2
John Sobol,Diane Sobol,2
Michelle Phillips,Marin Hopper,2
Gilbert Lloyd,Eduardo Paolozzi,2
Mike Nichols,Meg Ryan,5
Kathleen Turner,Jack Nicholson,48
Meg Ryan,Bill Murray,4
Tom Fears,Jackie Robinson,3
Peter Ziegler,Jack Nicholson,48
Jim Mahoney,Frank Sinatra,4
Lawrence Hauben,Ken Elton Kesey,3
Jessica Tandy,Helen Gurley Brown,4
Saul Zaentz,Michael Douglas,18
Jay Cantor,Charlie Sheen,3
Boyce Manufacturing,Bessie Lillian Gordy,2
Paul Newman,Janet Maslin,9
Young Fred,Fred Travalena,2
Marion Seaman,Harold Adamson,2
San Diego,Henry Hathaway,3
Dag Drollet,Charlie Sheen,3
Tina Turner,Joanne Woodward,3
Sheldon Harnick,Ralph Freed,2
Sky Masterson,Gus Levy,2
Steve Kingston,John Nicholson,2
Vincent Canby,Konstantin Stanislavski,6
Orson Welles,George Bernard Shaw,5
Vincente Minnelli,Esther Williams,2
Nicholas Pileggi,Jack Nicholson,48
Paul Newman,Anna Kashfi,8
Peggy Kaye,Billy Eckstein,2
Viva Zapata,Johnny Depp,3
Stanley Kubrick,Mason Hoffenberg,4
Damian Elwes,"' ' Harper,''''Where Eagles Dare,''''The Long Goodbye,''''The Missouri Breaks",2
Robert Malcolm,Burt Bacharach,2
