id,title,firstSentence
38226,"Bernard Perlin, 95, Painter of Varied Styles","Bernard Perlin, an American painter who displayed a mastery of light and line across seven decades and a wide range of work, including wartime propaganda posters, street scenes of New York and effervescent views of Italy, died on Jan. 14 at his home in Ridgefield, Conn."
44169,Dame Judith Anderson Dies at 93; An Actress of Powerful Portrayals,"Dame Judith Anderson, who electrified Broadway audiences in 1947 with her savage performance of the title role in ""Medea"" and was a memorably sinister housekeeper in the 1940 film ""Rebecca,"" died yesterday at her home in Santa Barbara, Calif. She was 93 years old."
47546,"Alexander Dallin, 76, Dies; Precise Historian of Russia","Alexander Dallin, an American historian of the Soviet Union whose family took part in the Russian Revolution but who was widely respected for the scholarly detachment with which he viewed Communism, died of heart failure on July 22 in Stanford, Calif."
17179,"Israel Tabak, 86, Dies; Led Rabbinical Group","Israel Tabak, a retired Baltimore rabbi who was a former president of the Rabbinical Council of America, died April 17 at Shaarei Zedek Hospital in Jerusalem."
44388,DR. HILTON H. STOTHERS,"Dr. Hilton H. Stothers, a surgeon, died Friday at Amsterdam House, a nursing home in Manhattan."
5612,"Charles J. Schreiber, Public Relations Executive, 64","Charles J. Schreiber, a public relations executive and a governor of the Overseas Press Club of America for the last 25 years, died on Jan. 21 at his home in Rowayton, Conn."
32784,"H. Hunter Williams, Executive, 82","H. Hunter Williams, a retired New York Telephone executive, died on Friday at United Hospital in Port Chester, N.Y."
38410,"Leslie Gourse, 65, Biographer of Jazz Artists","Leslie Gourse, a prolific author best known for her biographies of a wide range of jazz musicians and singers, died on Dec. 23 at her home in Manhattan."
23697,"Edward M. Davis, 89, Ex-Police Chief, Dies","Edward M. Davis, the blunt-speaking Los Angeles police chief during the Symbionese Liberation Army shootout and the Charles Manson killings who later angered conservatives with his surprisingly moderate positions as a state senator, died Saturday in San Luis Obispo, Calif."
36071,"Bernhard N. Cohn, 68, A Retired Rabbi, Dies","Rabbi Bernhard N. Cohn, who served 25 years as the rabbi of Congregation Habonim in Manhattan, died on Tuesday at Roosevelt Hospital in Manhattan."
60568,"Marvin Junior, Robust Singer for the Dells, Dies at 77","Marvin Junior, whose raw but robust baritone served for half a century as the sturdy foundation for the Dells, a Chicago doo-wop and rhythm-and-blues group that was formed when he and most of its other members were in high school in the early 1950s, died on Wednesday at his home in Harvey, Ill."
28399,"Raymond Patterson, 71, Poet and Professor","Raymond R. Patterson, a poet, writer and professor emeritus of English at City College of the City University of New York, died on April 5."
49106,"W. Rice Brewster, 94, A Corporate Lawyer","W. Rice Brewster, a New York lawyer specializing in corporate law and business finance, died on Thursday at Lenox Hill Hospital."
40590,"Samuel J. Meer, 75; Taught Psychologists","Samuel J. Meer, a psychologist who helped train school psychologists to recognize learning disabilities, died on March 7 at Memorial Sloan-Kettering Cancer Center."
59468,"Terrance Paul, 67, Dies; Developer of Teaching Software","Terrance Paul, an entrepreneur who, with his wife, created computerized teaching programs like Accelerated Reader that were widely adopted in American schools over the last 25 years as educators turned to spreadsheet-ready data for evaluating student achievement, died Sept. 5 at his home in Boulder, Colo."
981,"Dick Bartell, All-Star Shortstop, 87","Dick Bartell, a shortstop who played in three World Series and the first All-Star Game, has died."
32437,"Thelma Stevens, Social Worker, 88","Thelma Stevens, a social worker and retired head of the Women's Division of the United Methodist Church, died yesterday at Brooks Howell, a retirement home in Asheville, N.C. She was 88 years old."
41786,"Hugh Gladstone Koehler, Investment Banker, 60","Hugo Gladstone Koehler, an investment banker, died on Tuesday at a friend's home in Manhattan."
10810,"John Gutfreund, 86, Dies; Ran Salomon Brothers at Its Apex","John H. Gutfreund, whose aggressive leadership of Salomon Brothers and extravagant lifestyle personified the meteoric rise and fall of Wall Street moguls in the heady 1980s, died on Wednesday in Manhattan."
59470,"Jeremy Brett, an Unnerving Holmes, Is Dead at 59","Jeremy Brett, who incarnated Sherlock Holmes in the long-running ""Mystery!"""
30823,Shirley B. Stamps Dies at 59; Won '54 Desegregation Case,"The Rev. Shirley Bulah Stamps, whose parents' fight for her to ride a school bus became part of the 1954 Supreme Court case that ended school segregation, died on Wednesday in Wilmington, Del."
13419,"Dale Olson, 78, Veteran Hollywood Publicist","Dale Olson, a top Hollywood publicist who protected the public images of a throng of stars, including Clint Eastwood, Steven Spielberg, Shirley MacLaine, Gene Kelly and Joan Crawford, and who helped persuade Rock Hudson to announce that he had AIDS, died on Aug. 9 in Burbank, Calif."
14130,"Harve Presnell, Singing Actor, Dies at 75","Harve Presnell, whose rich operatic baritone thrilled audiences in the stage and film versions of ''The Unsinkable Molly Brown'' and who made an unexpected return to the screen as William H. Macy's overbearing father-in-law in ''Fargo,'' died Tuesday in Santa Monica, Calif."
44398,"Bob Russell, Entertainer, Is Dead at 90","Bob Russell, an inveterate entertainer who sang, joked, composed, wrote, staged and M.C."
3608,"Lesley Ballantine, 84; Wrote Children's Books","Lesley Frost Ballantine, an author of children's books and lecturer on English literature, died Saturday at the North Fairfield Geriatric Center in Fairfield, Conn. She was 84 years old."
60678,"Stan Brakhage, Avant-Garde Filmmaker, Is Dead at 70","Stan Brakhage, one of the leading figures in American experimental cinema, died on Sunday in Victoria, British Columbia."
45789,"Russell W. Raitt, 87, a Scientist Who Helped Map the Sea Floor","Russell W. Raitt, an oceanographer who helped define the structure and evolution of the sea floor, died on March 6 in the Pacific Regent Health Center in San Diego."
55337,HOWARD RODMAN,"Howard Rodman, a motion picture and television writer, died Wednesday at the U.C.L.A."
25684,"Emil Jonassaint, 82, Ex-Haiti President, Dies","Emil Jonassaint, the jurist who served last year as the puppet President of the military junta that overthrew President Jean-Bertrand Aristide, died on Tuesday at his home in Port-au-Prince."
23589,"James Mitchell, 89, Actor","ames Mitchell, who for nearly three decades played the gruff patriarch Palmer Cortlandt on the ABC soap opera ''All My Children,'' died here on Friday."
34166,"Herbert Benjamin, 85, Leader Of U.S. Communists in 30's","Herbert Benjamin, a leader of the American Communist Party in the 1930's who later broke with the party and became a merchant in Washington, died Tuesday of a heart ailment at the Hebrew Home in Rockville, Md."
55803,"OLIVER UNGER, SPENT 46 YEARS AS EXECUTIVE IN THE MOVIE BUSINESS","Oliver Unger, who began his 46-year career in motion-pictures in the film import and export business and later became a producer, exhibitor and distributor, died in his sleep on Friday in the Los Angeles home of his lifelong friend and associate, Ely Landau."
31644,"Wendy Reves, 90, Museum Benefactor","Wendy Reves, who donated more than 1,400 works she and her husband collected to the Dallas Museum of Art, died on Tuesday in Menton, France."
13325,MARY COVER JONES,"Mary Cover Jones, most remembered for the Oakland Growth Study of youths at the Institute of Human Development at the University of California at Berkeley, has died at the age of 91."
24039,"Don Hall, Songwriter And Singer, Dies at 44","Don Hall, a singer and songwriter who helped found People Taking Action Against AIDS, died on Thursday at St. Luke's-Roosevelt Hospital in Manhattan."
32471,"Berry Fleming, 90, Novelist of 30's and 40's, Dies","Berry Fleming, a noted novelist of the 1930's and 40's who made a dramatic literary comeback in recent years, died of cancer yesterday at his home in Augusta, Ga."
56718,"ORVILLE SCHELL JR.,78, DIES; LAWYER AND BALLET CHAIRMAN","Orville H. Schell Jr., a former president of the City Bar Association and chairman of the New York City Ballet, died of cancer Wednesday in Danbury (Conn.) Hospital."
16009,CRASH KILLS 'HAPPIEST WOMAN',"Trisha Worby, a nurse who had been called the happiest woman in America in Gail Sheehy's new book, ''Pathfinders,'' has died in a traffic accident."
38170,Landscape,"Odysseus Elytis, a Nobel Prize-winning Greek poet celebrated for his lyrical and passionate evocations of his country's history, myths and rugged landscape, died yesterday at his home in Athens."
56134,WILLIAM V. DZIERSON Sr.,"William V. Dzierson Sr., chairman of the board of Elmer Little & Sons, a glove manufacturer, died Oct. 16 at Johnstown (N.Y.) Hospital after a long illness."
23756,JEFFERSON KEENER DIES AT 72 IN AKRON,"Jefferson Ward Keener, a former chairman and chief executive officer of the B.F. Goodrich Company, died of an apparent heart attack on Friday at his home in Akron, Ohio."
53887,"Peggy DeCastro, 82, the Oldest Of the Singing DeCastro Sisters","Peggy DeCastro, the oldest member of the DeCastro Sisters, the Latin singing group that gained fame with the 1950's hit ""Teach Me Tonight"" and was a popular attraction at Las Vegas hotels and nightclubs for years, died here on March 6."
32976,"Fred Spielman, Songwriter, 90","Fred Spielman, a songwriter who worked in Tin Pan Alley and Hollywood, died on March 21 at his home in New York City."
60573,"Hugo Weisgall, Opera Composer, Dies at 84","Hugo Weisgall, a composer distinguished primarily by his contributions to opera since World War II, died yesterday at North Shore Hospital in Manhasset, L.I., after a fall on Friday."
46749,"Whitey Harrison, Surfer, 80","Lorrin (Whitey) Harrison, the ukelele-playing surfer, died on Wednesday while vacationing in Hawaii."
36447,"Robert Bennett, Broadcaster Who Charted a New Course, Dies at 89","At a time when most local TV stations made big profits by airing reruns, Mr. Bennett executed an ambitious vision to create hours of original programming."
3782,"Merrill K. Riddick, 93; Politician and Aviator","Merrill K. Riddick, who campaigned for President three times as the candidate of the Puritan Ethic and Epic, Magnetohydrodynamics and Prohibition Party, died here Wednesday of cancer."
2090,"RearAdm.BruceBradley,81; Former Navy Medical Officer","Rear Adm. Bruce E. Bradley Sr., retired, a former deputy surgeon general of the Navy Medical Corps, died Wednesday at the Baylor University Medical Center in Dallas."
51712,"HELMUT DE TERRA, 81, SPECIALIST IN GEOLOGY OF PLEISTOCENE EPOCH","Helmut de Terra, a specialist in Pleistocene and Cenozoic geology who taught at at Yale, Ohio State, Columbia and the New School, died Wednesday in Bern."
21203,"Dorian Leigh, 91, Multifaceted Cover Girl of the '40s","Dorian Leigh, who combined pristine blue eyes, curling eyelashes, an arresting intelligence and intoxicating sexuality to become one of history's most photographed models -- perhaps the first to truly merit the adjective super -- died Monday in Falls Church, Va. She was 91."
52386,"Laszlo Ladany, China Expert, 76","The Rev. Laszlo Ladany, a Hungarian-born Jesuit who ran a journal on China from a student hostel at the University of Hong Kong, died on Sunday of lung cancer."
30483,"W. Graham Claytor, Architect Of Amtrak Growth, Dies at 82","W. Graham Claytor Jr., who ended a long career in the railroad industry by guiding Amtrak to a measure of prosperity, died yesterday at the Blake Memorial Hospital in Bradenton, Fla. Mr. Claytor, who lived in Washington and Holmes Beach, Fla., was 82."
49113,"Harold Cleveland; U.S. Economist, 76, Aided Marshall Plan","Harold van Buren Cleveland, an international economist and author, died on Thursday at the American Hospital in Paris."
11535,FREDERICK W. FORD; SOUGHT TIGHT RULES AS F.C.C. CHAIRMAN,"Frederick W. Ford, the chairman of the Federal Communications Commission who was given the task of polishing the agency's image after the television game show and payola scandals of the late 1950's, died of cancer Saturday at Hinsdale Hospital in Illinois."
28714,"Richard Storrs, 84, Securities Lawyer","Richard Salter Storrs, a retired New York securities lawyer and senior partner in the international law firm of Sullivan & Cromwell, died on Sunday at Hilaire Farm in Huntington, L.I."
24318,"Walter L. Bush Jr., a Visionary Force in Hockey","Walter L. Bush Jr., the longtime president of U.S.A. Hockey, the sport's governing body in the United States, and a founder of the Minnesota North Stars, died on Thursday in Naples, Fla."
37122,"Arthur D. Brennan; Judge, 94","Arthur D. Brennan, for 25 years a judge, first in Westchester County and then in the New York State courts, died on Friday at the King Street Nursing Home in Rye Brook, N.Y."
4486,"John H. Driscoll, 77; Radio and TV Writer","John H. Driscoll, a broadcast anthology writer who wrote a 1938 radio script for the ""Cavalcade of America"" series that inspired the Ronald Reagan film ""Knute Rockne -- All American,"" died on Sunday at Cabrini Hospice in Manhattan, where he lived."
10065,Alec Ulmann Is Dead at 82; Pioneer in Sports Car Racing,"Alec Ulmann, a pioneer of sports car road racing in North America and the founder of the Sebring 12-Hour Grand Prix of Endurance in Florida, died Wednesday at Southampton (L.I.)"
15688,"PHILIP SCHARPER, A PUBLISHER, DIES","Philip J. Scharper, a leading figure in theological publishing for three decades, died Sunday at Phelps Memorial Hospital in North Tarrytown, N.Y., after a stroke."
53860,"HOWARD M. TEICHMANN, PLAYWRIGHT, DIES AT 71","Howard M. Teichmann, for many years a witty presence on Broadway as a playwright, biographer and raconteur, and the author with George S. Kaufman of the 1953 comedy hit ''The Solid Gold Cadillac,'' died of amyotrophic lateral sclerosis (Lou Gehrig's disease) Tuesday."
58496,MICHAEL C. O'BRIEN SR.,"Michael C. O'Brien Sr., founder and former president of M. C. O'Brien Inc., a real-estate company in Brookl yn and on Long Island, died Friday at St. Johnland Nursing Home in K ings Park, L.I."
39298,"Colman M. Mockler Jr. Dies at 61, Gillette's Top Executive Since 70's","Colman M. Mockler Jr., chairman and chief executive officer of The Gillette Company since the mid-1970's, died yesterday at his office in the Prudential Tower in Boston."
3030,"Arthur Stern, 83, Pioneer in Effort to Set Controls on Air Pollution","Arthur C. Stern, a scientist and government official who pioneered in identifying air pollution as a major threat and in mobilizing efforts to combat it, died Friday at the Carolina Meadows Retirement Center in Chapel Hill, N.C."
3872,"William Segal, 95, Publisher Who Painted Self-Portraits","William Charles Segal, a magazine publisher whose search for self-understanding led him to paint his own portrait over and over for about 60 years as part of his immersion in philosophies and Eastern religions, died on Tuesday in New York."
31277,"Harry Jacunski, 87, One of Fordham's Seven Blocks of Granite","Harry Jacunski, a member of the Fordham football team's line known as the Seven Blocks of Granite, died Thursday at the Connecticut Hospice in Branford of congestive heart failure."
48157,"Sir Francis Harry Hinsley, 79, British Historian","Sir Francis Harry Hinsley, a British historian and authority on wartime intelligence and naval warfare, died on Feb. 16 in Cambridge, England."
6821,"Klaus Fuchs, Physicist Who Gave Atom Secrets to Soviet, Dies at 76","Klaus Fuchs, the German-born physicist who was imprisoned in the 1950's in Britain after being convicted of passing nuclear secrets to the Soviet Union, died yesterday, the East German press agency A.D.N."
57551,DR. JESSE W. MAHONEY,"Dr. Jesse Waring Mahoney, who was chief of surgery at Bellevue Hospital Center for 20 years, died of a heart attack Tuesday at University Hospital."
24078,CHURCHILL KOHLMAN,"Churchill Kohlman, a composer who wrote Johnnie Ray's 1950's hit, ''Cry,'' has died of a heart attack."
30291,"Emma Winn, Former Slaves' Daughter, 118","Emma Winn, the daughter of former slaves who was born a year before Custer's last stand, died in her sleep on Wednesday at the South Dallas Nursing Home."
38889,"George Young, 71, Former Giants General Manager, Dies","George Young, who in 19 seasons as the Giants' general manager lifted a storied but moribund football franchise to two Super Bowl championships and became perhaps the most respected professional football executive of his day, died yesterday in Baltimore after a short illness."
22962,"Danny Barcelona, 77, Jazz Band Drummer","Danny Barcelona, a jazz drummer who traveled the world with Louis Armstrong and His All Stars and played on Armstrong recordings including ''Hello, Dolly!,'' died on April 1 in San Gabriel, Calif."
23519,"Leonard Wright Jr., 78, Writer Who Dared to Change Fishing","Leonard Marshall Wright Jr., a former New York advertising executive whose many writings about trout fishing were initially seen as blasphemous by traditional anglers, died Aug. 24 on the way to a hospital near his summer home in Claryville, N.Y., in the Catskills."
14872,"Dr. Hugh Banks, 61, N.Y.U. Assistant Chancellor","Dr. Hugh C. Banks, assistant chancellor at New York University, died on Saturday at New York University Hospital."
49756,"Michael J. Morwood, 62; Helped Find 'New Human'","Ten years ago, Mike Morwood was a leader of archaeological excavations in a limestone cavern on the Indonesian island of Flores, about midway between the continents of Asia and Australia."
31763,Marilyn Morheuser Dies at 71; Fought for Parity in Education,"Marilyn J. Morheuser, the lawyer at the center of a 13-year court struggle to make New Jersey's school-financing system more equitable for the state's poorest districts, died on Sunday at her home in Newark."
20891,"Harry Glickman, WQXR Violinist, 86","Harry Glickman, assistant concertmaster of the NBC Orchestra under Arturo Toscanini and first violinist of the WQXR String Quartet for 25 years, died Oct. 6 at the Jewish Home and Hospital for the Aged in Manhattan."
