fn,date,lat,lon,cname
1916,St. John's University
1916,St. John's University
1918,University of Chicago
1920,University of Southern California
1921,University of Toronto
1921,University of Chicago
1923,City University
1923,City University
1923,City University
1924,Rhode Island School of Design
1924,University of Pennsylvania
1924,Yale University
1925,Illinois Institute of Technology
1929,University of Kansas
1931,Bond University
1932,University of Texas
1933,Princeton University
1934,Columbia University
1935,Harvard University
1935,Yale University
1938,Boston University
1938,School for International Training
1938,University of Pennsylvania
1938,University of the Virgin Islands
1939,Pacific University
1939,Seattle Pacific University
1939,University of Puget Sound
1939,University of Washington
1939,Vassar College
1940,Johns Hopkins University
1941,University of Berne
1942,University of Mary
1942,University of Utah
1943,Columbia College
1943,Columbia University
1944,Harvard University
1946,Williams College
1947,Columbia University
1947,Pennsylvania State University
1948,University of Toronto
1948,University of Chicago
1949,Hebrew University of Jerusalem
1949,Adelphi University
1953,State University of New York at Stony Brook
1961,Columbia University
1961,Duke University
1967,Southwestern University
1967,Southwestern University
1967,"University of California, Los Angeles"
1968,University of Manitoba
1968,University of Toronto
1968,Cornell University
1969,University of Oxford
1969,Midwestern University
1969,University of Texas
1970,Illinois Institute of Technology
1975,York University
1975,New York University
